login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
vfarcic,vfarcic/devops-catalog-code,2020-04-07T16:21:47Z,52,52,HCL,True,True,
vfarcic,vfarcic/upbound-devex-demo,2024-10-24T20:33:42Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-kubernetes,2023-05-19T23:04:43Z,33,33,Just,True,True,
vfarcic,vfarcic/crossplane-sql,2023-06-15T22:59:13Z,8,8,Nix,True,True,
vfarcic,vfarcic/youtube-automation,2023-08-16T22:18:29Z,5,5,Go,True,True,
vfarcic,vfarcic/devopstoolkit-live,2024-05-01T05:18:12Z,0,0,CSS,True,True,
vfarcic,vfarcic/nu-scripts,2024-10-11T19:41:11Z,0,0,Nushell,True,True,
vfarcic,vfarcic/kargo-demo,2024-10-19T20:53:51Z,1,1,Nushell,True,True,
vfarcic,vfarcic/crossplane-tutorial,2023-12-23T18:47:03Z,45,45,Shell,True,True,
vfarcic,vfarcic/cncf-demo,2022-11-11T19:47:35Z,197,197,Go,True,True,
vfarcic,vfarcic/silly-demo,2018-04-10T18:51:22Z,14,14,CUE,True,True,
vfarcic,vfarcic/nats-demo,2024-10-16T23:28:02Z,0,0,,True,True,
vfarcic,vfarcic/argo-rollouts-demo,2024-04-21T02:08:13Z,0,0,Nushell,True,True,
vfarcic,vfarcic/vfarcic.github.io,2014-02-03T23:15:47Z,149,149,HTML,True,True,mit
vfarcic,vfarcic/backstage-demo,2024-09-02T07:05:15Z,0,0,TypeScript,True,True,
vfarcic,vfarcic/dotfiles,2024-06-08T17:30:46Z,7,7,Shell,True,True,
vfarcic,vfarcic/kubernetes-gpu-demo,2024-08-18T19:56:20Z,1,1,Nushell,True,True,
vfarcic,vfarcic/kubebuilder-demo,2024-10-04T11:29:18Z,0,0,,True,True,
vfarcic,vfarcic/kserve-demo,2024-08-26T03:03:14Z,0,0,Nix,True,True,
vfarcic,vfarcic/port-crds-demo,2024-05-22T21:16:28Z,0,0,Shell,True,True,
vfarcic,vfarcic/crossplane-gh,2024-06-24T19:35:43Z,0,0,Shell,True,True,
vfarcic,vfarcic/nudgebee-demo,2024-09-06T21:50:08Z,0,0,Nix,True,True,
vfarcic,vfarcic/groundcover-demo,2022-11-06T10:37:21Z,0,0,JavaScript,True,True,
vfarcic,vfarcic/devtron-2-demo,2024-08-01T11:50:23Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-app,2023-05-07T19:48:03Z,4,4,Shell,True,True,
vfarcic,vfarcic/kubernetes-demo,2024-03-23T19:15:09Z,3,3,Nushell,True,True,
vfarcic,vfarcic/crossplane-openfunction-dapr-demo,2024-01-17T17:06:50Z,1,1,Shell,True,True,
vfarcic,vfarcic/kubefirst-demo,2024-08-20T21:27:36Z,0,0,,True,True,
vfarcic,vfarcic/kubescape-node-agent,2024-06-23T21:16:17Z,0,0,Shell,True,True,
vfarcic,vfarcic/renovate-demo2,2022-06-09T14:00:46Z,0,0,Go,True,True,
vfarcic,vfarcic/cortex-demo,2024-08-11T22:56:32Z,0,0,,True,True,
vfarcic,vfarcic/clis-demo,2024-06-15T19:33:34Z,0,0,CUE,True,True,
vfarcic,vfarcic/cnoe-demo,2024-07-28T15:09:58Z,0,0,,True,True,
vfarcic,vfarcic/holmesgpt-demo,2024-07-25T10:40:57Z,0,0,,True,True,
vfarcic,vfarcic/dotfiles-demo,2024-06-10T23:36:48Z,0,0,,True,True,
vfarcic,vfarcic/atlas-testing-demo,2024-07-14T22:17:14Z,0,0,HCL,True,True,
vfarcic,vfarcic/vcluster-crds-demo,2024-07-11T15:09:59Z,0,0,,True,True,
vfarcic,vfarcic/porter-demo,2023-12-06T21:29:17Z,0,0,Dockerfile,True,True,
vfarcic,vfarcic/tmux-demo,2024-07-05T01:43:50Z,0,0,,True,True,
vfarcic,vfarcic/teller-demo,2023-07-05T20:42:08Z,0,0,Go,True,True,
vfarcic,vfarcic/minder-demo,2024-06-07T13:38:44Z,0,0,,True,True,
vfarcic,vfarcic/steampipe-demo,2024-05-12T19:18:14Z,0,0,Shell,True,True,
vfarcic,vfarcic/kwasm-demo,2024-05-02T00:29:19Z,0,0,Go,True,True,
vfarcic,vfarcic/argo-events-gh-demo,2024-06-04T21:48:12Z,2,2,Go,True,True,
vfarcic,vfarcic/london-2024,2024-04-12T13:49:47Z,0,0,HCL,True,True,
vfarcic,vfarcic/fabric,2024-05-31T21:04:06Z,0,0,Python,True,True,mit
vfarcic,vfarcic/keptn-demo,2024-05-28T22:17:18Z,0,0,,True,True,
vfarcic,vfarcic/network-policies-demo,2023-03-18T16:28:01Z,0,0,,True,True,
vfarcic,vfarcic/inspektor-gadget-demo,2024-04-04T00:55:13Z,0,0,,True,True,
vfarcic,vfarcic/idp-demo,2023-04-02T20:54:15Z,26,26,Shell,True,True,
vfarcic,vfarcic/clusterpedia-demo,2024-04-11T00:25:06Z,0,0,Shell,True,True,
vfarcic,vfarcic/fermyon-spin-demo,2024-05-01T17:39:04Z,0,0,Go,True,True,
vfarcic,vfarcic/spinkube-demo,2024-05-01T23:02:20Z,0,0,,True,True,
vfarcic,vfarcic/flagger-contour,2024-04-30T23:55:56Z,0,0,Nix,True,True,
vfarcic,vfarcic/radius-demo,2024-04-24T23:42:08Z,0,0,Bicep,True,True,
vfarcic,vfarcic/ocm-demo,2024-04-15T00:17:21Z,0,0,,True,True,
vfarcic,vfarcic/logging-operator-demo,2024-04-07T17:24:06Z,0,0,,True,True,
vfarcic,vfarcic/cilium-demo,2022-12-29T02:50:28Z,0,0,Mustache,True,True,
vfarcic,vfarcic/prometheus-demo,2024-03-31T11:25:49Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-observability-demo,2024-01-26T00:02:32Z,8,8,Shell,True,True,
vfarcic,vfarcic/openfga-demo,2024-03-08T12:50:22Z,0,0,Go,True,True,
vfarcic,vfarcic/crossplane-db-schemas-demo,2024-01-27T17:59:23Z,0,0,Shell,True,True,
vfarcic,vfarcic/keycloak-demo,2023-05-04T19:51:00Z,0,0,,True,True,
vfarcic,vfarcic/ddosify-demo,2023-05-03T23:38:58Z,0,0,Mustache,True,True,
vfarcic,vfarcic/demo-project,2024-02-22T07:25:19Z,0,0,,True,True,
vfarcic,vfarcic/external-secrets-crossplane-demo,2024-01-26T16:40:27Z,0,0,Shell,True,True,
vfarcic,vfarcic/cloud-native-pg-demo,2023-04-30T13:57:18Z,1,1,,True,True,
vfarcic,vfarcic/perfectscale-demo,2023-11-26T18:41:21Z,1,1,Shell,True,True,
vfarcic,vfarcic/tetragon-demo,2024-02-10T01:36:19Z,0,0,Nix,True,True,
vfarcic,vfarcic/kubernetes-deployment-demo,2024-01-24T19:56:15Z,1,1,Shell,True,True,
vfarcic,vfarcic/openfunction-demo,2023-10-22T12:55:10Z,0,0,Shell,True,True,
vfarcic,vfarcic/kubewarden-demo,2023-12-04T22:10:58Z,0,0,,True,True,
vfarcic,vfarcic/github-actions-demo,2021-04-02T12:19:23Z,2,2,SCSS,True,True,
vfarcic,vfarcic/kubernetes-events-demo,2024-01-02T18:27:48Z,0,0,Shell,True,True,
vfarcic,vfarcic/sops-demo,2023-12-26T17:59:02Z,0,0,Nix,True,True,
vfarcic,vfarcic/kubeblocks-demo,2023-11-02T21:32:07Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-function-loop,2023-10-07T13:13:51Z,5,5,Go,True,True,apache-2.0
vfarcic,vfarcic/docker-flow-jenkins,2016-03-09T09:59:48Z,0,0,Java,True,True,mit
vfarcic,vfarcic/renovate-demo,2022-06-08T22:03:16Z,0,0,Go,True,True,
vfarcic,vfarcic/container-ssh-demo,2023-12-13T18:08:23Z,0,0,,True,True,
vfarcic,vfarcic/acorn-demo,2023-10-29T20:02:01Z,0,0,Go,True,True,
vfarcic,vfarcic/kubewarden-deployment,2023-12-07T12:31:39Z,0,0,Go,True,True,apache-2.0
vfarcic,vfarcic/kubewarden-crossplane-sql,2023-12-04T14:25:39Z,0,0,Go,True,True,apache-2.0
vfarcic,vfarcic/paralus-demo,2023-12-03T17:57:39Z,0,0,,True,True,
vfarcic,vfarcic/notary-demo,2023-11-29T21:33:35Z,0,0,,True,True,
vfarcic,vfarcic/db-schema-git-demo,2023-10-01T09:54:28Z,0,0,Go,True,True,
vfarcic,vfarcic/argo-combined-app,2021-02-02T08:52:24Z,37,37,SCSS,True,True,apache-2.0
vfarcic,vfarcic/stormforge-demo,2023-11-02T00:07:35Z,0,0,,True,True,
vfarcic,vfarcic/falco-demo,2023-09-02T15:08:06Z,0,0,,True,True,
vfarcic,vfarcic/karmor-demo,2023-10-11T15:53:16Z,0,0,,True,True,
vfarcic,vfarcic/function-template-go,2023-10-04T12:27:09Z,1,1,Go,True,True,apache-2.0
vfarcic,vfarcic/atlas-kubernetes-demo,2023-07-07T23:41:48Z,0,0,,True,True,
vfarcic,vfarcic/vac-demo,2023-01-29T01:23:16Z,0,0,,True,True,
vfarcic,vfarcic/devops-toolkit-crossplane,2021-07-21T20:55:43Z,78,78,Smarty,True,True,mit
vfarcic,vfarcic/apono-demo,2023-08-21T23:33:35Z,0,0,,True,True,
vfarcic,vfarcic/signadot-demo,2023-07-28T00:33:06Z,0,0,Go,True,True,
vfarcic,vfarcic/uffizzi-demo,2023-08-31T18:33:42Z,0,0,,True,True,
vfarcic,vfarcic/openai-demo,2023-08-30T14:38:55Z,1,1,Go,True,True,
vfarcic,vfarcic/mirrord-demo,2023-07-20T21:58:48Z,0,0,Go,True,True,
vfarcic,vfarcic/aiven-demo,2023-08-25T12:10:14Z,1,1,,True,True,
vfarcic,vfarcic/upbound-spaces,2023-08-23T14:25:12Z,0,0,,True,True,
vfarcic,vfarcic/twingate-demo,2023-07-27T11:34:49Z,0,0,,True,True,
vfarcic,vfarcic/argocd-sync-waves-demo,2023-07-22T00:04:25Z,1,1,,True,True,
vfarcic,vfarcic/k8sgpt-demo,2023-07-17T13:12:25Z,1,1,Mustache,True,True,
vfarcic,vfarcic/komoplane-demo,2023-07-29T21:57:23Z,0,0,Shell,True,True,
vfarcic,vfarcic/open-function-demo,2023-07-21T21:26:04Z,0,0,Go,True,True,
vfarcic,vfarcic/devops-paradox,2020-09-04T10:37:54Z,1,1,Mustache,True,True,
vfarcic,vfarcic/base-container-images-demo,2023-06-23T12:49:46Z,0,0,Go,True,True,
vfarcic,vfarcic/kaniko-demo,2020-12-05T03:16:26Z,14,14,SCSS,True,True,
vfarcic,vfarcic/secrets,2023-07-05T18:10:52Z,0,0,,True,True,
vfarcic,vfarcic/cue-demo,2023-06-08T20:59:40Z,1,1,Go,True,True,
vfarcic,vfarcic/resoto-demo,2023-05-18T10:32:24Z,0,0,,True,True,
vfarcic,vfarcic/kubearmor-demo,2023-04-25T22:35:41Z,0,0,Shell,True,True,
vfarcic,vfarcic/crossplane-github,2023-05-25T03:05:03Z,6,6,Shell,True,True,
vfarcic,vfarcic/opslevel-demo,2023-06-15T20:17:32Z,0,0,,True,True,
vfarcic,vfarcic/otterize-demo,2023-04-14T22:59:09Z,0,0,Mustache,True,True,
vfarcic,vfarcic/pixie-demo,2023-05-05T21:40:29Z,0,0,Mustache,True,True,
vfarcic,vfarcic/books-ms,2015-08-19T18:12:55Z,145,145,HTML,True,True,
vfarcic,vfarcic/argocd-previews,2020-10-05T14:29:34Z,19,19,,True,True,
vfarcic,vfarcic/template-go-backend-db-aws,2023-04-25T14:33:29Z,0,0,Smarty,True,True,
vfarcic,vfarcic/template-go-backend-db-google,2023-04-06T00:03:48Z,0,0,Smarty,True,True,
vfarcic,vfarcic/tracetest-demo,2023-05-18T13:35:12Z,0,0,Mustache,True,True,
vfarcic,vfarcic/kcp-demo,2023-03-31T16:41:27Z,1,1,,True,True,
vfarcic,vfarcic/port-demo,2023-03-25T17:07:18Z,0,0,,True,True,
vfarcic,vfarcic/upbound-dot,2023-04-10T23:29:44Z,0,0,,True,True,mit
vfarcic,vfarcic/mtls-demo,2023-03-11T19:48:15Z,0,0,,True,True,
vfarcic,vfarcic/idp-demo-app,2023-04-09T14:48:21Z,0,0,Go,True,True,
vfarcic,vfarcic/upbound-demo-aws,2023-04-08T18:18:39Z,0,0,,True,True,
vfarcic,vfarcic/upbound-demo,2023-04-08T17:28:40Z,0,0,,True,True,
vfarcic,vfarcic/devstream-demo-app,2023-04-06T23:38:54Z,0,0,,True,True,
vfarcic,vfarcic/helloworld,2023-04-06T00:29:24Z,0,0,,True,True,
vfarcic,vfarcic/coherence-demo,2023-03-30T18:44:19Z,0,0,Go,True,True,
vfarcic,vfarcic/helios-demo,2023-03-14T00:23:43Z,0,0,Mustache,True,True,
vfarcic,vfarcic/capsule-demo,2021-06-18T11:19:15Z,0,0,Shell,True,True,
vfarcic,vfarcic/devops-toolkit,2017-09-21T14:46:14Z,85,85,SCSS,True,True,
vfarcic,vfarcic/argo-combined-demo,2021-01-25T19:46:56Z,103,103,,True,True,apache-2.0
vfarcic,vfarcic/go-demo-7,2019-09-16T16:35:15Z,3,3,Go,True,True,
vfarcic,vfarcic/go-demo-3,2018-04-03T13:22:33Z,8,8,Go,True,True,
vfarcic,vfarcic/cloud-custodian-demo,2022-12-26T03:29:56Z,1,1,,True,True,
vfarcic,vfarcic/fiberplane-demo,2022-11-05T17:18:32Z,0,0,JavaScript,True,True,
vfarcic,vfarcic/komodor-demo-2,2022-11-05T09:33:47Z,0,0,,True,True,
vfarcic,vfarcic/upbound-cloud-demo,2023-01-11T14:09:41Z,2,2,,True,True,
vfarcic,vfarcic/go-demo-9,2020-01-29T21:15:22Z,0,0,Go,True,True,
vfarcic,vfarcic/contour-demo,2022-12-27T02:15:56Z,1,1,,True,True,
vfarcic,vfarcic/telepresence-demo,2022-12-22T01:39:09Z,1,1,Go,True,True,
vfarcic,vfarcic/atlas-demo,2022-11-23T17:27:28Z,0,0,HCL,True,True,
vfarcic,vfarcic/cert-manager-demo,2022-11-18T01:59:33Z,1,1,,True,True,
vfarcic,vfarcic/kustomize-demo,2022-11-29T00:28:20Z,0,0,Mustache,True,True,
vfarcic,vfarcic/gefyra-getdeck-beiboot-demo,2022-11-28T16:05:57Z,0,0,Go,True,True,
vfarcic,vfarcic/harbor-demo,2022-11-13T18:14:01Z,0,0,Go,True,True,
vfarcic,vfarcic/kbld-demo,2022-11-25T02:41:55Z,0,0,Go,True,True,
vfarcic,vfarcic/gke-autopilot-demo,2021-03-01T21:52:56Z,3,3,Go,True,True,
vfarcic,vfarcic/okteto-demo-2,2022-10-04T17:21:57Z,0,0,Go,True,True,
vfarcic,vfarcic/crossplane-okteto-demo,2022-09-22T14:55:14Z,0,0,Shell,True,True,
vfarcic,vfarcic/kubevirt-demo,2022-09-26T16:39:19Z,0,0,,True,True,
vfarcic,vfarcic/from-monolith-to-k8s,2022-10-14T14:57:10Z,2,2,HTML,True,True,apache-2.0
vfarcic,vfarcic/kcp,2022-10-09T22:15:21Z,0,0,,True,True,apache-2.0
vfarcic,vfarcic/cdk8s-demo,2022-10-06T18:16:12Z,1,1,Go,True,True,
vfarcic,vfarcic/stateful-apps-demo,2022-10-05T22:45:53Z,1,1,Shell,True,True,
vfarcic,vfarcic/policies-compared-demo,2022-08-26T16:30:11Z,1,1,,True,True,
vfarcic,vfarcic/kubevirt.github.io,2022-10-17T14:44:12Z,0,0,,True,False,mit
vfarcic,vfarcic/scaleway-demo,2022-08-23T00:18:06Z,1,1,HCL,True,True,
vfarcic,vfarcic/datree-demo,2022-02-03T17:40:30Z,0,0,,True,True,
vfarcic,vfarcic/gateway-api-demo,2022-08-14T00:16:53Z,0,0,,True,True,
vfarcic,vfarcic/kubernetes-what-demo,2022-07-20T19:20:22Z,0,0,,True,True,
vfarcic,vfarcic/metacontroller-demo,2022-07-29T12:58:50Z,4,4,Python,True,True,
vfarcic,vfarcic/garden-demo,2022-07-18T08:05:04Z,0,0,Go,True,True,
vfarcic,vfarcic/ytt-demo,2022-07-10T16:38:09Z,0,0,,True,True,
vfarcic,vfarcic/cast-demo,2022-02-14T01:07:12Z,0,0,,True,True,
vfarcic,vfarcic/tanka-demo,2022-07-08T00:40:49Z,1,1,Jsonnet,True,True,
vfarcic,vfarcic/kubevela-demo-2,2022-08-03T19:40:41Z,0,0,CUE,True,True,
vfarcic,vfarcic/secrets-store-csi-demo,2022-07-04T21:40:50Z,1,1,,True,True,
vfarcic,vfarcic/keda-demo,2022-06-12T22:51:16Z,1,1,JavaScript,True,True,
vfarcic,vfarcic/carvel-demo,2022-02-06T18:32:23Z,0,0,SCSS,True,True,
vfarcic,vfarcic/tekton-demo,2021-04-08T01:12:27Z,3,3,SCSS,True,True,
vfarcic,vfarcic/kpt-demo,2022-06-03T12:38:21Z,0,0,,True,True,
vfarcic,vfarcic/codespaces-gitpod-okteto-demo,2022-07-04T11:52:24Z,1,1,Go,True,True,
vfarcic,vfarcic/external-secrets-demo,2022-05-15T13:10:26Z,2,2,,True,True,
vfarcic,vfarcic/codespaces-demo,2022-05-26T20:38:46Z,0,0,Go,True,True,mit
vfarcic,vfarcic/k8s-specs,2017-11-02T23:44:35Z,162,162,Smarty,True,True,
vfarcic,vfarcic/prometheus-loki-grafana-demo,2022-05-01T13:28:55Z,1,1,,True,True,
vfarcic,vfarcic/kpack-demo,2022-03-24T19:20:58Z,1,1,Go,True,True,
vfarcic,vfarcic/terraform-controller-demo,2022-05-31T10:58:39Z,1,1,HCL,True,True,
vfarcic,vfarcic/teleport-demo,2022-04-21T00:09:58Z,2,2,,True,True,
vfarcic,vfarcic/go-demo-8,2019-12-27T11:31:00Z,2,2,Go,True,True,
vfarcic,vfarcic/autoscaling-demo,2022-04-15T00:39:02Z,0,0,,True,True,
vfarcic,vfarcic/argocd-production,2020-09-23T14:32:08Z,33,33,,True,True,
vfarcic,vfarcic/crossplane,2022-05-15T10:46:29Z,0,0,,True,False,apache-2.0
vfarcic,vfarcic/robusta-demo,2022-02-13T20:43:05Z,0,0,,True,True,
vfarcic,vfarcic/cartographer-demo,2022-05-07T22:00:59Z,0,0,Go,True,True,
vfarcic,vfarcic/klotho-demo,2022-02-12T23:52:17Z,1,1,TypeScript,True,True,
vfarcic,vfarcic/tilt-demo,2021-09-03T23:42:09Z,1,1,SCSS,True,True,
vfarcic,vfarcic/crossplane-idp,2022-04-08T18:32:44Z,3,3,Go,True,True,
vfarcic,vfarcic/go-demo,2016-05-06T11:34:07Z,79,79,Go,True,True,
vfarcic,vfarcic/livecycle-demo,2022-03-11T01:40:11Z,1,1,,True,True,
vfarcic,vfarcic/buildpacks-demo,2022-03-24T22:53:22Z,1,1,SCSS,True,True,
vfarcic,vfarcic/k8s-tools-demo,2022-03-01T22:09:09Z,1,1,,True,True,
vfarcic,vfarcic/kubecost-demo,2022-02-20T17:24:09Z,1,1,,True,True,
vfarcic,vfarcic/talos-demo,2022-02-27T02:14:27Z,0,0,Shell,True,True,
vfarcic,vfarcic/rancher-fleet-demo,2021-10-18T22:41:42Z,2,2,Mustache,True,True,
vfarcic,vfarcic/public-site,2022-02-28T16:08:12Z,0,0,HTML,True,True,other
vfarcic,vfarcic/awesome-datree,2022-02-21T15:09:37Z,0,0,,True,True,mit
vfarcic,vfarcic/dapr-demo,2022-01-23T23:54:59Z,7,7,Go,True,True,
vfarcic,vfarcic/docs,2022-02-14T15:14:37Z,0,0,HTML,True,False,cc-by-4.0
vfarcic,vfarcic/portainer-demo-2,2022-02-01T18:21:56Z,0,0,,True,True,
vfarcic,vfarcic/go-demo-2,2017-08-04T23:17:10Z,7,7,Go,True,True,
vfarcic,vfarcic/kubescape,2022-01-20T18:47:26Z,1,1,,True,True,apache-2.0
vfarcic,vfarcic/kubescape-demo,2021-12-20T20:57:10Z,0,0,,True,True,
vfarcic,vfarcic/argo-workflows-demo,2020-12-29T03:03:21Z,25,25,SCSS,True,True,
vfarcic,vfarcic/werf-demo,2021-12-21T01:44:57Z,0,0,SCSS,True,True,
vfarcic,vfarcic/keel-demo,2021-09-07T00:11:51Z,0,0,SCSS,True,True,
vfarcic,vfarcic/k6-demo,2021-11-28T22:09:18Z,1,1,JavaScript,True,True,
vfarcic,vfarcic/karpenter,2021-12-20T15:08:19Z,0,0,Go,True,False,apache-2.0
vfarcic,vfarcic/devspace-vcluster-argocd-demo,2021-07-25T13:52:24Z,19,19,SCSS,True,True,
vfarcic,vfarcic/karpenter-demo,2021-12-04T21:33:40Z,0,0,,True,True,
vfarcic,vfarcic/komodor-demo,2021-11-14T12:03:30Z,0,0,,True,True,
vfarcic,vfarcic/terraform-provider-linode,2021-12-09T22:54:30Z,0,0,,True,False,mpl-2.0
vfarcic,vfarcic/linkerd-demo,2021-06-01T21:25:54Z,1,1,Go,True,True,
vfarcic,vfarcic/ondat-demo,2021-12-03T15:53:00Z,0,0,,True,True,
vfarcic,vfarcic/azure-container-apps-demo,2021-11-07T22:27:08Z,2,2,,True,True,
vfarcic,vfarcic/localstack-demo,2021-10-23T02:18:26Z,1,1,,True,True,
vfarcic,vfarcic/otomi-demo,2021-11-14T17:19:21Z,0,0,,True,True,
vfarcic,vfarcic/provider-aws,2021-11-01T21:45:42Z,1,1,Go,True,True,apache-2.0
vfarcic,vfarcic/rancher-nerdctl-demo,2021-09-22T20:37:34Z,1,1,SCSS,True,True,
vfarcic,vfarcic/crossplane-chicken-demo,2021-07-20T22:16:05Z,0,0,,True,True,
vfarcic,vfarcic/go-demo-10,2020-11-04T22:18:56Z,0,0,Go,True,True,
vfarcic,vfarcic/TechnologyConversationsJava,2014-02-25T13:47:33Z,7,7,Java,True,True,
vfarcic,vfarcic/TechnologyConversationsCD,2014-05-05T07:15:28Z,11,11,Java,True,True,
vfarcic,vfarcic/playScalaAngularSample,2014-06-06T13:14:03Z,1,1,JavaScript,True,True,other
vfarcic,vfarcic/playJavaAngularSample,2014-06-11T17:07:36Z,0,0,JavaScript,True,True,other
vfarcic,vfarcic/TechnologyConversationsUserManagement,2014-03-19T15:37:22Z,0,0,Java,True,True,
vfarcic,vfarcic/TechnologyConversationsScala,2013-12-29T21:09:20Z,8,8,Scala,True,True,
vfarcic,vfarcic/TechnologyConversations,2013-12-15T07:49:49Z,25,25,CSS,True,True,
vfarcic,vfarcic/TechnologyConversationsServers,2014-04-29T12:23:09Z,0,0,Ruby,True,True,
vfarcic,vfarcic/TechnologyConversationsBooks,2014-03-22T19:06:56Z,14,14,JavaScript,True,True,
vfarcic,vfarcic/argo-cd-image-updater,2021-10-12T19:50:09Z,5,5,SCSS,True,True,
vfarcic,vfarcic/argo-cd,2021-10-25T15:24:55Z,1,1,Go,True,True,apache-2.0
vfarcic,vfarcic/argo-site,2021-10-19T20:57:43Z,0,0,JavaScript,True,True,mit
vfarcic,vfarcic/what-devs-need-demo,2021-10-02T22:09:47Z,2,2,SCSS,True,True,
vfarcic,vfarcic/crossplane-rancher-demo,2021-10-04T21:25:00Z,0,0,,True,True,
vfarcic,vfarcic/code-zero-demo2,2021-09-16T01:16:37Z,0,0,Go,True,True,
vfarcic,vfarcic/crossplane-styra-demo,2021-08-16T12:09:58Z,1,1,Shell,True,True,
vfarcic,vfarcic/docker-compose-not-demo,2021-09-30T12:23:23Z,0,0,SCSS,True,True,
vfarcic,vfarcic/google-cloud-deploy-demo,2021-09-27T19:40:56Z,1,1,SCSS,True,True,
vfarcic,vfarcic/fly-demo,2021-09-11T16:38:34Z,0,0,SCSS,True,True,
vfarcic,vfarcic/crossplane-kyverno-demo,2021-08-12T23:37:17Z,2,2,,True,True,
vfarcic,vfarcic/crossplane-kubevela-argocd-demo,2021-07-05T13:18:15Z,38,38,Shell,True,True,
vfarcic,vfarcic/podman-demo,2021-09-22T00:11:02Z,0,0,SCSS,True,True,
vfarcic,vfarcic/rancher-desktop-demo,2021-09-21T23:18:27Z,0,0,SCSS,True,True,
vfarcic,vfarcic/docker-desktop-minikube,2021-09-06T22:44:33Z,1,1,SCSS,True,True,
vfarcic,vfarcic/code-zero-demo,2021-09-16T01:14:43Z,0,0,,True,True,
vfarcic,vfarcic/flagger-linkerd,2021-06-12T12:55:48Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-flux-infra,2021-07-28T23:33:23Z,4,4,,True,True,
vfarcic,vfarcic/troubleshoot-demo,2021-08-26T14:21:10Z,0,0,,True,True,
vfarcic,vfarcic/silly-app,2021-09-12T19:20:57Z,0,0,Go,True,True,
vfarcic,vfarcic/1-koncrete-demo,2021-08-26T00:34:06Z,0,0,SCSS,True,True,
vfarcic,vfarcic/crossplane-keptn,2021-08-30T21:18:27Z,0,0,,True,True,
vfarcic,vfarcic/litmus-demo,2021-07-31T15:15:26Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-sql-demo,2021-08-31T12:40:47Z,0,0,,True,True,
vfarcic,vfarcic/shipwright-demo,2021-08-17T22:00:33Z,1,1,SCSS,True,True,
vfarcic,vfarcic/crossplane-composite-demo,2021-07-01T00:22:40Z,13,13,,True,True,
vfarcic,vfarcic/koncrete-demo,2021-08-26T00:29:19Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-drift-detection-demo,2021-08-23T20:12:17Z,0,0,,True,True,
vfarcic,vfarcic/litmus,2021-08-18T15:47:07Z,0,0,TypeScript,True,True,apache-2.0
vfarcic,vfarcic/devtron-demo,2021-08-08T22:10:39Z,2,2,SCSS,True,True,
vfarcic,vfarcic/devspace-vcluster-argocd-prod,2021-07-28T00:48:30Z,3,3,,True,True,
vfarcic,vfarcic/devspace-demo,2021-07-20T17:02:30Z,1,1,SCSS,True,True,
vfarcic,vfarcic/kubesphere-demo,2021-07-20T13:13:59Z,0,0,,True,True,
vfarcic,vfarcic/upbound-styra-demo,2021-07-06T12:03:20Z,1,1,,True,True,
vfarcic,vfarcic/kubeapps-demo,2021-07-04T12:08:49Z,0,0,,True,True,
vfarcic,vfarcic/website-1,2021-06-14T15:16:14Z,0,0,JavaScript,True,True,apache-2.0
vfarcic,vfarcic/vcluster-demo,2021-06-24T14:33:39Z,3,3,,True,True,
vfarcic,vfarcic/schemahero-demo,2021-06-20T21:59:16Z,2,2,,True,True,
vfarcic,vfarcic/gatekeeper-vs-kyverno-demo,2021-06-22T17:23:06Z,3,3,,True,True,
vfarcic,vfarcic/cf-terraform-gke,2020-08-20T22:31:03Z,4,4,HCL,True,True,
vfarcic,vfarcic/kyverno-demo,2021-06-13T13:58:03Z,4,4,,True,True,
vfarcic,vfarcic/aws-app-runner-demo,2021-06-12T13:46:58Z,0,0,SCSS,True,True,
vfarcic,vfarcic/docker-multistage-demo,2021-06-06T13:10:36Z,4,4,Go,True,True,
vfarcic,vfarcic/argo-workflows-vs-tekton-demo,2021-05-24T16:55:45Z,5,5,SCSS,True,True,
vfarcic,vfarcic/jenkins-x-env,2021-06-01T22:44:58Z,0,0,,True,True,
vfarcic,vfarcic/jenkins-gitops-demo,2021-06-01T00:18:36Z,3,3,SCSS,True,True,
vfarcic,vfarcic/shipa-demo,2021-04-07T00:51:13Z,0,0,Mustache,True,True,
vfarcic,vfarcic/jenkins-shipa-demo,2021-05-16T20:30:12Z,0,0,SCSS,True,True,
vfarcic,vfarcic/shipa-jfrog-demo,2021-05-25T12:07:29Z,0,0,,True,True,
vfarcic,vfarcic/jenkins-demo,2021-05-13T23:00:55Z,3,3,SCSS,True,True,
vfarcic,vfarcic/spec,2021-05-21T13:32:37Z,0,0,,True,True,other
vfarcic,vfarcic/devops24,2018-03-22T01:17:14Z,21,21,Shell,True,True,
vfarcic,vfarcic/github-actions-ketch-demo,2021-04-26T00:11:47Z,0,0,SCSS,True,True,
vfarcic,vfarcic/podtato-head,2021-04-15T15:56:49Z,0,0,Go,True,False,apache-2.0
vfarcic,vfarcic/eksctl-demo,2020-12-28T17:48:47Z,3,3,,True,True,
